500 104343
309 402 2.9
309 147 9.7
309 404 5.0
309 405 5.3
309 407 7.3
309 152 8.4
309 408 4.8
309 154 1.8
309 410 1.1
309 413 7.2
309 158 7.3
309 414 2.8
309 159 10.0
309 416 8.2
309 417 7.6
309 419 3.7
309 420 4.5
309 421 3.3
309 422 3.5
309 167 3.6
309 169 1.9
309 425 8.3
309 171 4.0
309 427 1.9
309 428 2.2
309 173 6.3
309 429 9.4
309 431 7.4
309 176 9.8
309 433 6.3
309 435 2.7
309 436 7.8
309 181 8.2
309 437 2.8
309 438 9.5
309 439 6.8
309 444 3.5
309 189 2.7
309 190 1.4
309 446 7.2
309 447 2.7
309 449 4.2
309 450 4.9
309 451 5.0
309 452 3.2
309 199 6.6
309 456 1.4
309 459 4.4
309 460 2.9
309 205 1.1
309 462 5.8
309 463 7.9
309 464 1.6
309 465 9.4
309 466 3.3
309 467 3.8
309 469 1.5
309 471 6.5
309 475 3.9
309 477 7.7
309 479 4.8
309 480 1.0
309 225 6.3
309 481 2.4
309 228 1.3
309 484 2.3
309 229 6.6
309 485 9.4
309 486 9.0
309 231 7.5
309 488 3.8
309 233 1.9
309 489 1.3
309 490 4.6
309 492 1.7
309 493 2.5
309 496 4.6
309 241 5.6
309 498 5.3
309 499 8.6
309 244 6.6
309 500 1.9
309 248 8.8
309 252 2.9
310 1 4.2
310 257 1.5
310 4 9.8
310 5 2.0
310 7 1.4
310 263 6.2
310 8 2.9
310 11 1.9
310 13 8.5
310 17 3.6
310 274 7.1
310 21 8.1
310 24 2.2
310 287 8.7
310 36 6.1
310 39 5.7
310 296 5.4
310 297 8.1
310 299 6.3
310 44 6.7
310 48 4.5
310 49 2.2
310 307 7.8
310 311 9.1
310 56 2.5
310 313 7.5
310 315 5.6
310 316 5.6
310 318 9.2
310 63 9.0
310 319 6.0
310 64 8.8
310 321 6.6
310 68 4.7
310 324 9.3
310 69 2.0
310 326 5.0
310 72 6.3
310 328 1.4
310 329 2.5
310 74 3.7
310 330 8.0
310 77 2.4
310 333 5.0
310 78 4.3
310 79 4.7
310 335 5.4
310 80 3.7
310 336 7.3
310 82 2.0
310 84 3.0
310 341 1.5
310 86 5.5
310 342 4.0
310 346 8.9
310 347 6.1
310 93 8.0
310 349 8.6
310 95 9.9
310 351 1.8
310 352 9.9
310 98 9.9
310 354 4.0
310 99 6.6
310 355 8.5
310 100 7.7
310 356 1.8
310 101 5.4
310 357 6.5
310 358 5.0
310 104 8.7
310 360 6.5
310 105 9.1
310 363 4.2
310 365 7.5
310 366 10.0
310 111 8.2
310 367 2.9
310 112 8.3
310 368 6.7
310 369 3.0
310 372 5.2
310 117 8.3
310 118 9.1
310 119 7.3
310 376 7.6
310 377 4.8
310 123 4.0
310 381 5.1
310 127 7.6
310 383 6.8
310 128 6.8
310 385 2.5
310 386 8.1
310 387 2.4
310 388 8.1
310 389 5.4
310 134 6.1
310 391 4.9
310 392 5.0
310 393 2.1
310 394 7.2
310 396 5.5
310 141 7.2
310 402 5.4
310 147 5.2
310 403 3.1
310 404 8.2
310 150 9.4
310 408 3.1
310 153 1.3
310 410 9.3
310 155 8.6
310 412 3.4
310 413 5.6
310 414 9.8
310 159 5.7
310 419 1.8
310 420 7.8
310 165 8.7
310 421 2.7
310 424 6.7
310 425 5.4
310 428 5.2
310 173 5.8
310 429 5.9
310 431 4.2
310 177 3.8
310 433 1.1
310 435 7.4
310 436 6.3
310 181 5.7
310 437 6.0
310 438 5.9
310 183 6.3
310 440 8.8
310 441 7.3
310 442 8.5
310 187 2.3
310 188 7.7
310 445 9.5
310 447 1.3
310 448 6.9
310 451 9.5
310 454 2.1
310 200 7.7
310 459 9.1
310 460 9.1
310 461 6.3
310 208 3.7
310 465 1.8
310 210 4.8
310 466 5.9
310 212 1.8
310 471 1.1
310 472 4.7
310 217 2.5
310 473 8.2
310 218 3.4
310 474 7.9
310 475 4.7
310 476 8.8
310 477 6.4
310 222 4.9
310 223 2.1
310 480 6.4
310 482 6.4
310 227 2.9
310 484 2.7
310 230 7.6
310 231 2.0
310 487 3.8
310 488 6.8
310 489 3.6
310 490 1.1
310 491 2.3
310 492 1.4
310 493 3.4
310 494 6.2
310 239 4.7
310 496 9.6
310 497 7.6
310 243 4.0
310 246 1.9
310 250 1.1
310 255 7.0
311 258 6.4
311 260 5.9
311 14 8.2
311 18 6.6
311 277 1.1
311 280 2.0
311 28 4.9
311 287 2.0
311 289 3.8
311 35 3.9
311 294 2.5
311 39 7.3
311 295 8.3
311 43 7.6
311 44 3.4
311 305 5.6
311 56 1.5
311 312 9.3
311 58 8.3
311 59 8.5
311 315 2.6
311 316 7.9
311 317 6.0
311 62 9.1
311 63 3.9
311 320 8.0
311 321 7.4
311 66 2.0
311 322 3.8
311 67 7.2
311 323 8.5
311 68 9.5
311 69 9.0
311 325 4.7
311 326 2.0
311 327 9.5
311 72 4.5
311 329 5.8
311 75 1.8
311 331 4.4
311 333 8.3
311 334 5.6
311 335 2.8
311 81 1.2
311 337 4.1
311 339 5.9
311 340 4.9
311 341 5.4
311 85 6.6
311 342 4.9
311 346 7.5
311 347 3.0
311 348 4.4
311 350 6.1
311 351 10.0
311 96 9.3
311 352 3.9
311 97 3.8
311 353 2.7
311 99 9.0
311 355 4.5
311 356 3.8
311 102 7.3
311 358 3.7
311 103 8.4
311 104 1.5
311 105 3.0
311 361 9.9
311 106 6.5
311 362 2.1
311 363 2.0
311 364 4.0
311 365 9.6
311 366 4.7
311 368 7.7
311 369 7.5
311 370 4.9
311 372 5.2
311 117 2.0
311 373 4.6
311 119 2.6
311 376 9.1
311 377 8.5
311 122 2.2
311 379 2.9
311 380 5.6
311 381 2.1
311 383 8.5
311 386 8.5
311 131 8.1
311 387 1.4
311 390 8.6
311 392 7.3
311 394 7.2
311 396 1.6
311 142 1.4
311 145 4.9
311 401 2.6
311 146 7.7
311 402 8.9
311 408 3.6
311 410 8.5
311 412 4.2
311 413 9.9
311 415 3.3
311 160 9.7
311 416 9.3
311 417 7.7
311 418 5.4
311 165 5.2
311 167 8.2
311 423 10.0
311 170 4.6
311 171 8.5
311 428 2.0
311 173 9.5
311 174 7.2
311 175 8.6
311 432 4.9
311 433 1.9
311 178 3.8
311 434 2.4
311 436 6.7
311 437 9.0
311 438 2.2
311 183 2.6
311 439 3.5
311 440 4.5
311 441 1.9
311 442 4.4
311 188 5.1
311 444 2.3
311 189 5.8
311 445 7.0
311 446 6.0
311 448 2.9
311 194 4.1
311 450 6.9
311 453 1.4
311 198 3.7
311 456 8.2
311 457 5.1
311 202 7.3
311 458 5.0
311 459 5.2
311 204 5.0
311 463 9.1
311 464 3.0
311 466 9.2
311 211 9.9
311 468 6.8
311 470 4.6
311 472 7.1
311 473 6.6
311 474 8.4
311 219 2.8
311 476 9.9
311 221 8.8
311 477 9.8
311 478 8.8
311 479 2.7
311 480 4.5
311 225 4.0
311 481 3.5
311 482 9.7
311 227 2.3
311 484 3.5
311 487 4.7
311 232 9.6
311 488 5.9
311 489 8.0
311 490 9.7
311 491 6.4
311 236 1.9
311 492 10.0
311 493 8.6
311 494 5.8
311 496 8.7
311 500 8.4
311 255 8.7
312 257 8.3
312 4 7.6
312 263 8.2
312 264 6.0
312 270 5.2
312 271 8.9
312 272 9.7
312 20 7.7
312 277 5.6
312 281 2.3
312 28 6.4
312 284 2.9
312 30 3.5
312 286 5.5
312 34 9.7
312 290 6.2
312 35 9.6
312 291 9.0
312 38 1.9
312 296 1.4
312 42 3.2
312 301 6.0
312 302 5.5
312 304 2.1
312 307 3.3
312 52 3.1
312 308 5.1
312 309 6.2
312 54 8.4
312 310 6.6
312 56 4.3
312 314 1.8
312 315 7.5
312 60 5.8
312 316 6.4
312 321 4.7
312 323 6.2
312 324 4.8
312 69 1.9
312 70 1.7
312 328 2.4
312 73 3.9
312 329 3.4
312 330 8.5
312 331 3.1
312 77 9.0
312 333 2.9
312 336 3.8
312 81 9.7
312 337 7.6
312 338 9.6
312 339 7.9
312 340 3.4
312 341 8.9
312 85 2.9
312 343 4.5
312 346 2.3
312 347 3.5
312 92 4.7
312 348 6.7
312 350 7.6
312 351 9.9
312 97 4.0
312 355 4.4
312 356 9.4
312 101 5.9
312 357 7.7
312 360 2.4
312 361 3.6
312 362 8.1
312 367 9.5
312 368 2.0
312 370 5.1
312 371 6.2
312 116 7.5
312 117 6.4
312 373 8.4
312 374 9.0
312 120 8.5
312 378 7.9
312 379 8.2
312 124 4.5
312 126 1.5
312 382 4.3
312 383 9.3
312 384 1.1
312 129 3.0
312 385 2.1
312 389 1.3
312 137 9.6
312 393 1.4
312 395 8.7
312 396 4.0
312 141 7.6
312 142 6.0
312 398 2.1
312 399 2.8
312 401 8.0
312 402 3.3
312 403 6.9
312 148 9.5
312 404 3.8
312 406 8.9
312 151 4.7
312 153 3.1
312 409 8.1
312 411 9.6
312 412 1.5
312 159 3.5
312 415 8.0
312 416 9.6
312 161 2.1
312 162 2.3
312 418 9.3
312 163 6.4
312 420 4.0
312 165 4.6
312 421 8.1
312 422 5.4
312 423 6.3
312 424 1.9
312 425 1.5
312 426 1.4
312 427 1.2
312 428 1.5
312 430 3.9
312 176 2.1
312 178 4.1
312 434 9.4
312 179 4.0
312 435 7.3
312 438 4.1
312 183 8.2
312 439 3.7
312 441 9.3
312 186 2.6
312 443 7.2
312 188 7.4
312 444 8.4
312 189 2.1
312 445 8.0
312 190 9.0
312 448 3.9
312 193 3.8
312 449 3.8
312 450 4.6
312 197 9.1
312 453 2.9
312 454 4.2
312 456 4.2
312 201 9.3
312 458 5.6
312 460 2.7
312 206 5.4
312 462 8.6
312 463 1.5
312 465 1.3
312 470 1.7
312 471 1.8
312 216 4.3
312 474 2.7
312 475 3.2
312 476 4.2
312 477 6.6
312 223 8.0
312 480 4.2
312 481 3.0
312 482 2.1
312 484 1.9
312 232 7.1
312 488 8.2
312 234 9.4
312 490 1.3
312 491 2.7
312 492 7.8
312 239 1.1
312 495 5.5
312 496 8.9
312 497 8.8
312 498 4.6
312 246 8.7
312 249 9.3
312 250 4.1
312 254 4.1
312 255 6.0
313 259 7.1
313 5 7.1
313 7 9.4
313 9 2.7
313 270 4.9
313 15 9.8
313 271 4.9
313 16 5.2
313 17 1.4
313 20 8.2
313 24 1.4
313 25 4.8
313 281 6.9
313 284 8.9
313 29 6.8
313 288 1.7
313 35 6.7
313 39 7.2
313 297 3.4
313 299 6.6
313 44 1.7
313 301 9.6
313 303 7.4
313 304 9.6
313 52 6.7
313 308 3.8
313 311 4.6
313 56 3.9
313 312 7.2
313 314 4.9
313 315 3.9
313 316 8.6
313 61 5.0
313 317 3.3
313 321 3.5
313 67 2.1
313 69 4.1
313 325 1.6
313 326 4.8
313 327 9.7
313 72 9.9
313 73 3.8
313 329 8.0
313 330 5.6
313 332 5.7
313 333 9.1
313 78 8.3
313 335 9.3
313 82 3.2
313 338 3.8
313 339 3.3
313 340 4.0
313 88 8.7
313 92 5.7
313 349 9.1
313 351 7.1
313 352 1.4
313 353 5.1
313 98 4.4
313 354 4.8
313 355 4.6
313 356 2.7
313 358 6.0
313 359 2.3
313 360 4.5
313 361 5.2
313 362 5.4
313 364 5.1
313 366 6.9
313 111 1.5
313 367 1.5
313 112 6.7
313 368 3.2
313 369 8.6
313 114 7.5
313 370 7.7
313 371 9.8
313 374 7.0
313 375 1.6
313 122 9.5
313 378 2.0
313 124 1.5
313 381 7.0
313 382 2.3
313 383 4.1
313 386 9.9
313 387 2.0
313 388 8.2
313 133 9.4
313 389 9.3
313 390 9.6
313 391 4.9
313 136 8.9
313 392 8.8
313 394 3.1
313 395 9.3
313 140 9.2
313 396 4.3
313 397 1.5
313 398 9.8
313 143 4.3
313 144 4.9
313 401 5.5
313 402 8.1
313 404 8.4
313 405 2.0
313 409 5.6
313 410 3.5
313 411 4.2
313 412 4.3
313 413 3.9
313 158 1.4
313 414 8.8
313 159 6.8
313 416 6.4
313 417 2.5
313 162 8.4
313 420 9.5
313 421 5.5
313 166 2.7
313 422 3.8
313 423 1.2
313 169 5.8
313 425 1.1
313 426 3.5
313 427 8.4
313 431 5.4
313 432 10.0
313 177 1.8
313 434 4.5
313 179 7.0
313 438 2.7
313 439 8.9
313 442 7.5
313 443 9.7
313 444 2.3
313 191 7.9
313 449 9.9
313 451 4.9
313 196 2.0
313 452 8.9
313 454 7.8
313 455 5.0
313 200 3.9
313 456 6.6
313 457 4.9
313 458 4.9
313 460 9.8
313 205 4.3
313 206 1.9
313 464 6.1
313 467 1.2
313 469 2.4
313 471 4.0
313 472 1.6
313 473 3.3
313 474 3.7
313 475 5.6
313 477 6.3
313 223 6.6
313 479 3.1
313 225 2.5
313 228 9.7
313 484 6.0
313 232 1.9
313 489 9.0
313 234 7.5
313 490 5.0
313 235 9.0
313 236 1.8
313 237 3.7
313 494 2.3
313 495 9.1
313 240 6.9
313 496 5.9
313 497 1.7
313 498 3.8
313 499 9.3
313 500 5.4
313 246 9.6
313 255 7.4
314 256 2.1
314 3 5.3
314 269 5.9
314 17 5.3
314 277 9.8
314 23 3.2
314 281 1.7
314 28 6.4
314 284 2.8
314 32 3.1
314 35 7.3
314 292 3.6
314 41 7.5
314 297 1.8
314 42 7.3
314 300 8.4
314 303 8.1
314 305 2.6
314 50 7.3
314 310 4.0
314 55 2.9
314 311 4.3
314 57 1.9
314 315 3.2
314 316 7.0
314 61 2.9
314 317 6.7
314 318 8.4
314 319 3.0
314 65 4.6
314 321 3.9
314 66 1.3
314 324 4.6
314 325 9.3
314 70 3.7
314 328 7.6
314 329 2.8
314 75 2.7
314 331 3.1
314 77 4.9
314 333 4.8
314 337 7.0
314 82 9.8
314 338 3.9
314 341 1.7
314 85 8.6
314 342 1.6
314 343 4.6
314 344 3.0
314 89 2.0
314 345 3.4
314 346 4.0
314 91 6.9
314 347 6.4
314 92 8.4
314 350 2.6
314 352 8.7
314 353 7.8
314 99 10.0
314 356 2.2
314 358 4.4
314 104 8.7
314 360 6.2
314 105 9.5
314 362 3.9
314 363 9.6
314 108 5.3
314 364 8.0
314 109 7.9
314 365 8.3
314 366 7.0
314 367 2.7
314 112 8.3
314 368 2.8
314 369 9.6
314 114 3.1
314 370 1.3
314 115 2.0
314 371 4.6
314 372 1.1
314 117 4.1
314 373 7.0
314 374 5.3
314 120 4.6
314 377 4.5
314 123 7.8
314 379 8.2
314 380 1.4
314 381 9.5
314 382 6.6
314 383 1.4
314 384 2.7
314 130 8.0
314 387 9.9
314 132 5.5
314 388 5.8
314 389 2.1
314 134 9.3
314 391 1.5
314 136 4.4
314 393 1.4
314 396 4.7
314 400 9.8
314 146 3.2
314 402 4.8
314 403 5.7
314 404 9.0
314 405 4.5
314 406 8.5
314 152 9.1
314 153 8.9
314 409 4.5
314 410 8.9
314 411 6.0
314 413 4.8
314 158 7.2
314 160 6.5
314 416 6.0
314 417 9.3
314 418 6.4
314 164 2.2
314 165 3.1
314 422 8.8
314 423 1.4
314 425 6.7
314 170 3.8
314 426 6.7
314 428 3.9
314 429 7.0
314 431 4.2
314 176 9.5
314 177 1.5
314 433 4.4
314 181 4.8
314 437 6.4
314 438 4.0
314 439 7.6
314 442 4.0
314 443 9.4
314 188 1.3
314 191 6.4
314 447 9.3
314 192 7.2
314 448 7.1
314 450 1.9
314 196 9.9
314 453 2.0
314 198 1.6
314 454 5.9
314 455 9.2
314 201 5.7
314 203 7.7
314 459 4.7
314 460 4.0
314 461 8.6
314 463 9.0
314 464 4.1
314 466 2.2
314 211 1.7
314 212 1.1
314 469 4.0
314 216 1.5
314 474 2.1
314 475 7.8
314 221 5.4
314 477 5.9
314 478 6.3
314 479 4.5
314 481 2.7
314 482 5.7
314 484 7.0
314 485 6.0
314 486 3.0
314 231 6.4
314 232 9.0
314 235 4.0
314 236 2.7
314 493 5.8
314 238 3.3
314 239 6.8
314 495 9.1
314 497 5.4
314 499 5.7
314 244 4.7
314 248 3.3
314 249 7.1
314 252 2.5
315 1 7.3
315 2 1.1
315 9 8.0
315 23 9.4
315 26 5.2
315 28 4.5
315 29 6.3
315 31 5.7
315 39 7.4
315 40 3.1
315 48 1.2
315 51 3.6
315 56 4.1
315 58 4.7
315 65 3.6
315 66 1.1
315 67 4.1
315 77 6.8
315 80 5.0
315 81 9.5
315 82 4.7
315 85 1.5
315 92 8.3
315 96 6.8
315 97 3.7
315 98 3.3
315 101 4.0
315 104 4.8
315 109 1.0
315 113 9.8
315 114 2.1
315 116 2.4
315 118 3.9
315 121 3.8
315 123 3.0
315 124 8.4
315 126 9.8
315 131 3.3
315 132 8.4
315 136 7.6
315 143 6.4
315 150 3.5
315 151 9.7
315 157 7.8
315 158 6.6
315 161 8.9
315 162 3.0
315 164 4.7
315 166 7.8
315 172 3.3
315 176 8.8
315 180 3.7
315 183 2.5
315 185 4.4
315 188 5.1
315 190 7.5
315 192 8.2
315 195 6.5
315 198 4.0
315 200 5.5
315 203 7.3
315 217 4.9
315 222 5.7
315 231 5.0
315 233 8.5
315 238 9.0
315 243 9.1
315 244 9.9
315 251 1.6
315 252 6.5
315 263 4.1
315 265 6.6
315 267 8.1
315 268 2.9
315 270 2.6
315 271 2.7
315 275 7.4
315 277 1.9
315 279 4.2
315 285 9.2
315 287 3.2
315 288 9.2
315 289 9.0
315 291 4.8
315 293 4.4
315 294 2.3
315 301 7.7
315 304 8.3
315 316 4.5
315 317 7.8
315 318 8.7
315 320 8.9
315 321 7.0
315 324 5.5
315 326 5.8
315 328 6.1
315 329 8.3
315 330 2.4
315 331 9.0
315 336 1.6
315 338 3.3
315 339 5.4
315 341 4.0
315 343 4.0
315 348 5.1
315 349 1.2
315 350 9.9
315 353 7.0
315 354 7.5
315 355 6.1
315 357 7.8
315 360 3.7
315 361 8.6
315 362 1.3
315 364 7.2
315 365 9.6
315 366 3.9
315 369 4.6
315 370 8.4
315 374 8.4
315 376 2.0
315 377 9.1
315 379 9.9
315 380 4.5
315 383 8.3
315 384 5.0
315 385 2.9
315 386 3.4
315 387 6.0
315 389 3.9
315 390 9.3
315 391 4.2
315 393 4.9
315 398 5.3
315 399 4.0
315 401 6.7
315 403 5.7
315 404 7.7
315 405 4.4
315 407 5.2
315 408 7.6
315 409 4.8
315 410 9.6
315 411 7.0
315 412 3.3
315 413 2.6
315 414 2.3
315 415 5.9
315 416 6.8
315 417 2.8
315 419 5.7
315 421 5.2
315 422 8.1
315 423 9.4
315 424 5.4
315 425 9.3
315 426 4.7
315 428 6.7
315 429 1.8
315 430 1.0
315 432 4.0
315 433 2.7
315 437 9.9
315 441 6.0
315 443 7.6
315 444 4.9
315 445 7.5
315 446 1.1
315 447 4.7
315 449 6.8
315 451 8.2
315 453 7.4
315 454 4.9
315 456 2.2
315 457 7.1
315 458 9.3
315 459 7.8
315 461 3.7
315 463 3.0
315 465 4.9
315 467 9.8
315 469 7.5
315 472 2.1
315 473 4.9
315 475 9.8
315 476 9.3
315 477 5.4
315 478 3.3
315 479 2.9
315 480 3.9
315 481 1.4
315 485 5.5
315 488 9.8
315 489 5.6
315 490 2.8
315 491 2.8
315 492 7.2
315 494 5.2
315 495 1.4
315 496 4.7
315 499 7.3
316 3 1.3
316 260 2.5
316 9 5.0
316 265 4.3
316 12 8.9
316 13 4.1
316 269 9.6
316 270 7.4
316 273 4.4
316 18 4.4
316 22 1.7
316 28 3.6
316 285 7.0
316 32 1.6
316 292 8.7
316 295 8.1
316 297 8.2
316 298 8.2
316 45 6.4
316 306 1.4
316 307 3.5
316 309 8.0
316 57 5.4
316 60 7.9
316 61 8.1
316 317 9.1
316 321 8.8
316 66 4.8
316 67 2.9
316 324 7.0
316 69 5.6
316 325 9.8
316 326 4.5
316 73 9.2
316 329 9.8
316 330 8.1
316 331 8.8
316 332 4.3
316 333 5.8
316 336 9.4
316 337 5.2
316 341 4.7
316 85 5.3
316 88 3.6
316 344 1.3
316 89 4.2
316 345 3.2
316 346 2.5
316 347 7.5
316 348 9.6
316 349 4.3
316 350 1.8
316 351 5.5
316 352 4.2
316 354 5.1
316 355 5.7
316 358 8.3
316 359 7.1
316 360 3.7
316 362 4.2
316 363 2.2
316 109 3.4
316 365 4.0
316 112 5.2
316 369 7.4
316 114 1.7
316 370 1.7
316 371 9.3
316 116 4.8
316 117 3.3
316 373 4.4
316 118 9.2
316 374 5.7
316 375 8.3
316 376 4.7
316 378 5.4
316 123 8.0
316 379 7.2
316 124 3.1
316 126 3.8
316 382 1.7
316 129 9.2
316 386 5.2
316 387 3.8
316 133 1.1
316 134 8.0
316 391 6.5
316 136 3.2
316 392 1.0
316 393 7.5
316 138 9.2
316 395 3.5
316 397 1.1
316 398 7.6
316 400 9.2
316 401 7.9
316 402 7.8
316 147 4.5
316 403 3.4
316 404 6.8
316 405 6.9
316 406 4.8
316 151 8.7
316 407 5.1
316 152 6.3
316 408 2.1
316 410 3.7
316 412 6.0
316 417 10.0
316 163 3.7
316 420 3.7
316 423 3.0
316 424 8.9
316 428 1.9
316 173 4.0
316 430 1.5
316 176 8.6
316 433 7.6
316 434 2.6
316 436 2.8
316 438 3.2
316 439 7.9
316 442 2.4
316 187 9.3
316 443 2.9
316 445 7.1
316 190 7.6
316 191 3.8
316 447 1.2
316 448 2.0
316 193 3.1
316 449 9.2
316 451 6.3
316 453 4.5
316 456 9.1
316 457 5.3
316 459 5.7
316 461 1.1
316 462 8.3
316 463 5.1
316 208 6.1
316 210 2.2
316 466 9.4
316 211 6.5
316 467 3.4
316 468 8.5
316 469 2.4
316 470 7.7
316 471 3.3
316 474 6.3
316 220 7.6
316 476 7.1
316 478 7.0
316 224 6.5
316 480 4.1
316 481 8.1
316 483 1.2
316 484 1.9
316 485 7.1
316 231 6.3
316 232 5.2
316 488 3.1
316 234 8.9
316 490 7.2
316 492 2.3
316 493 4.2
316 494 7.7
316 495 4.7
316 497 7.0
316 243 8.0
316 499 2.0
316 250 9.8
316 252 2.3
316 254 3.4
316 255 3.9
317 6 6.3
317 8 7.0
317 9 4.0
317 271 5.5
317 17 5.7
317 277 5.8
317 26 9.4
317 283 6.4
317 286 6.9
317 32 3.2
317 288 9.7
317 33 8.0
317 39 7.8
317 42 6.0
317 298 5.9
317 44 8.4
317 51 1.6
317 309 6.2
317 310 9.1
317 56 6.7
317 60 4.2
317 318 6.2
317 63 5.4
317 319 8.2
317 65 3.3
317 67 1.5
317 68 6.5
317 324 2.1
317 69 5.9
317 327 5.9
317 72 1.8
317 328 7.1
317 329 5.5
317 330 9.2
317 76 7.3
317 333 2.1
317 337 2.0
317 339 2.0
317 84 7.5
317 340 7.2
317 342 9.5
317 343 7.9
317 345 9.5
317 346 6.9
317 347 6.6
317 348 4.1
317 349 8.1
317 94 5.7
317 350 8.8
317 95 9.8
317 352 3.0
317 353 7.0
317 354 4.4
317 99 3.7
317 356 5.1
317 357 5.3
317 103 4.7
317 360 3.5
317 106 3.5
317 362 1.7
317 363 6.5
317 364 9.0
317 365 5.4
317 366 3.8
317 111 9.7
317 367 5.6
317 368 5.7
317 371 4.1
317 372 1.6
317 117 3.6
317 374 6.6
317 375 8.7
317 376 3.4
317 377 7.1
317 379 5.4
317 125 6.8
317 381 6.1
317 382 1.1
317 383 1.5
317 384 9.5
317 387 5.7
317 389 6.5
317 390 2.4
317 391 3.0
317 394 3.3
317 395 5.1
317 398 7.6
317 143 6.5
317 400 1.9
317 145 8.4
317 402 9.1
317 147 6.9
317 403 1.9
317 148 9.8
317 404 8.0
317 406 2.4
317 152 4.9
317 408 1.6
317 409 8.9
317 411 6.6
317 413 3.4
317 414 3.2
317 159 6.0
317 161 4.0
317 165 6.6
317 424 7.7
317 169 9.9
317 425 9.3
317 426 6.8
317 171 1.2
317 427 8.0
317 172 2.8
317 428 2.8
317 174 8.9
317 431 9.9
317 432 4.6
317 434 2.6
317 435 6.2
317 437 5.0
317 182 8.7
317 438 7.4
317 183 2.2
317 446 1.2
317 447 2.7
317 449 9.6
317 195 1.8
317 451 9.1
317 196 8.4
317 452 3.4
317 197 1.5
317 454 1.8
317 456 6.7
317 457 6.8
317 463 8.9
317 209 3.0
317 465 4.4
317 210 4.2
317 467 1.3
317 212 7.3
317 469 5.9
317 473 1.4
317 474 1.9
317 475 1.5
317 478 1.6
317 479 9.9
317 480 9.8
317 481 9.7
317 482 1.7
317 227 4.9
317 483 8.8
317 484 8.7
317 485 3.9
317 486 8.7
317 487 7.1
317 488 8.6
317 235 4.3
317 491 2.3
317 492 9.0
317 495 7.0
317 497 6.2
317 500 8.5
317 246 3.9
317 247 1.6
317 255 9.9
318 256 6.0
318 259 1.5
318 260 9.8
318 6 5.9
318 7 5.4
318 267 5.1
318 12 2.4
318 271 8.1
318 276 6.7
318 281 8.3
318 26 5.7
318 283 5.8
318 29 5.9
318 285 1.2
318 31 1.4
318 289 7.6
318 37 7.7
318 39 10.0
318 40 4.2
318 296 6.7
318 302 3.5
318 303 2.7
318 48 9.6
318 50 9.6
318 53 7.9
318 54 1.3
318 57 8.9
318 313 5.7
318 316 9.7
318 319 4.5
318 320 1.4
318 322 8.6
318 324 4.2
318 69 6.4
318 325 5.4
318 326 3.7
318 329 5.9
318 74 1.6
318 331 7.7
318 76 3.0
318 332 8.9
318 333 1.2
318 334 3.0
318 79 8.3
318 335 1.0
318 80 4.2
318 336 7.5
318 81 3.9
318 337 2.0
318 82 5.1
318 83 2.3
318 340 6.8
318 344 2.8
318 89 6.4
318 345 9.9
318 346 6.9
318 91 6.1
318 348 8.3
318 350 3.2
318 351 1.8
318 96 3.8
318 101 9.8
318 357 1.3
318 102 2.2
318 358 7.4
318 105 9.7
318 364 4.8
318 366 3.6
318 367 3.8
318 114 2.2
318 370 8.2
318 371 9.3
318 373 6.9
318 118 1.2
318 375 6.4
318 121 7.8
318 377 2.3
318 122 4.4
318 378 7.2
318 123 7.4
318 379 4.9
318 125 7.8
318 381 6.5
318 383 2.2
318 384 9.2
318 387 2.5
318 388 5.4
318 389 4.5
318 134 9.4
318 390 2.3
318 135 5.9
318 392 4.8
318 393 7.8
318 397 9.3
318 143 1.9
318 144 1.6
318 145 5.3
318 403 2.3
318 148 6.0
318 149 9.7
318 406 5.2
318 151 8.0
318 408 1.9
318 409 2.4
318 154 9.4
318 155 9.1
318 412 3.8
318 414 4.4
318 418 9.5
318 163 9.8
318 420 8.7
318 165 4.2
318 167 6.3
318 424 5.1
318 425 1.1
318 426 2.6
318 427 7.8
318 174 6.4
318 175 8.4
318 431 4.4
318 432 6.6
318 433 2.7
318 434 8.3
318 436 4.2
318 181 5.2
318 437 8.9
318 183 6.3
318 439 7.2
318 441 2.8
318 442 7.2
318 443 6.5
318 444 2.0
318 190 3.1
318 447 2.9
318 449 7.1
318 194 8.3
318 450 5.0
318 451 10.0
318 452 8.8
318 197 1.5
318 454 2.6
318 455 3.4
318 456 9.1
318 457 5.0
318 458 2.4
318 204 3.5
318 205 1.6
318 461 1.6
318 462 9.2
318 207 2.2
318 464 7.5
318 465 3.6
318 466 2.0
318 211 4.0
318 467 1.7
318 468 2.1
318 469 1.9
318 215 1.9
318 472 7.6
318 473 3.8
318 474 6.2
318 219 6.8
318 220 2.4
318 221 5.0
318 477 1.7
318 478 4.8
318 479 8.0
318 482 6.2
318 227 8.6
318 483 3.8
318 486 1.6
318 489 7.8
318 490 2.2
318 491 8.1
318 492 8.0
318 237 2.9
318 494 4.8
318 495 9.2
318 240 8.5
318 496 3.3
318 242 8.2
318 498 3.5
318 244 6.5
318 500 7.8
318 246 7.4
318 247 3.0
318 250 2.2
318 251 8.5
318 253 9.3
319 262 5.8
319 269 4.5
319 20 3.1
319 278 5.7
319 279 2.2
319 281 8.0
319 26 9.9
319 284 4.3
319 32 7.6
319 34 1.9
319 36 8.6
319 292 8.8
319 37 2.3
319 293 2.3
319 294 1.5
319 39 3.2
319 295 1.6
